,address,confidence,hid,lat,lng,status
0,新北市泰山區福興一街７５號１樓,9,3831161224,25.0579112,121.4320904,OK
1,新北市泰山區福興３街２８號,9,3831161233,25.0631842,121.4322654,OK
2,新北市泰山區明志路２段３５３號１樓,9,3831161251,25.0443384,121.4253221,OK
3,新北市泰山區明志路２段３５３號１樓,9,3831161260,25.0443384,121.4253221,OK
4,新北市泰山區明志路３段８１號１樓,9,3831161279,25.0417539,121.4250865,OK
5,新北市泰山區明志路３段８１號１樓,9,3831161288,25.0417539,121.4250865,OK
6,新北市泰山區明志路１段４９號１樓,9,3831161297,25.0649761,121.4335344,OK
7,新北市林口區文化二路２段１５９號１樓,9,3831171168,25.0832871,121.3800811,OK
8,新北市林口區仁愛路２段２６９號２樓之１,9,3831171186,25.0758949,121.3756348,OK
9,新北市林口區文化二路一段１６８號１樓,9,3831171211,25.0717947,121.3688154,OK
10,新北市林口區文化二路１段３８０－１號１樓,9,3831171220,25.0760641,121.3738361,OK
11,新北市林口區竹林路５８號１樓,9,3831171239,25.0793587,121.3885244,OK
12,新北市林口區仁愛路２段１５２號１樓,9,3831171248,25.0741173,121.3815711,OK
13,新北市林口區文化二路２段８６號１樓,9,3831171257,25.0817246,121.3791106,OK
14,新北市深坑區萬順里北深路３段２９５號１樓,9,3831181075,25.0047627,121.5981581,OK
15,新北市深坑區北深路２段１８４號１樓,9,3831181084,25.0025807,121.6151789,OK
16,新北市三芝區中正路１段２８號,9,3831210026,25.2585606,121.5030086,OK
17,新北市八里區龍米路１段１１９號１樓,9,3831230519,25.1256634,121.4529138,OK
18,新北市八里區中華路二段４６０號１樓,0,3831230528,,,ZERO_RESULTS
19,新北市金山區中山路１０２號,9,3831271038,25.2195041,121.6396516,OK
20,新北市金山區忠孝一路２６號,9,3831271047,25.2197154,121.6382603,OK
21,新北市萬里區瑪鍊路１１２號,9,3831280019,25.1406792,121.7143014,OK
22,宜蘭縣宜蘭市神農里光復路２３號,9,3834010082,24.7548542,121.7565046,OK
23,宜蘭縣宜蘭市新興里和睦路７０號,9,3834010091,24.7573892,121.7576964,OK
24,宜蘭縣宜蘭市神農路１段３９號,9,3834010108,24.7477533,121.7496456,OK
25,宜蘭縣宜蘭市延平里延平路３８－４５號,9,3834010117,24.7557543,121.7662951,OK
26,宜蘭縣宜蘭市復興路４９號,9,3834010153,24.748701,121.74844,OK
27,宜蘭縣宜蘭市宜興路１段５５號,9,3834011178,24.7496534,121.7554261,OK
28,宜蘭縣宜蘭市文昌路１４７－１號,9,3834011196,24.7581555,121.7487467,OK
29,宜蘭縣宜蘭市康樂路５號,9,3834011203,24.755576,121.757415,OK
30,宜蘭縣宜蘭市康樂路９０號,9,3834011221,24.7562293,121.7546763,OK
31,宜蘭縣宜蘭市復興路３段１７７、１７９號,9,3834011258,24.751289,121.739401,OK
32,宜蘭縣宜蘭市農權路３段１０號,9,3834011276,24.7487996,121.7427645,OK
33,宜蘭縣宜蘭市宜興路１段９７號,9,3834011285,24.7508491,121.755854,OK
34,宜蘭縣宜蘭市校舍路１６１號,9,3834011329,24.7504111,121.7589971,OK
