,address,confidence,hid,lat,lng,status
0,台北市大同區鄭州路４０號,9,0101090019,25.0502095,121.5085146,OK
1,台北市大同區鄭州路１４５號（代表）,9,0101090517,25.0509696,121.5093209,OK
2,基隆市信義區信二路２６８號,9,0111070010,25.1302624,121.7481291,OK
3,新北市三重區新北大道１段３號、板橋區英士路１９８號,9,0131020016,25.0617081,121.4912341,OK
4,新北市新莊區中正路７９４號、桃園縣龜山鄉萬壽路１段５０巷２號,0,0131060010,,,ZERO_RESULTS
5,新北市新莊區思源路１２７號,9,0131060029,25.0429644,121.4595886,OK
6,新北市八里區華富山３３號,7,0131230012,25.1395326,121.4182384,OK
7,金門縣金湖鎮復興路２號,9,0190030516,24.4406944,118.4200874,OK
8,基隆市信義區東信路２８２號,9,0211070012,25.1296063,121.7619835,OK
9,連江縣南竿鄉復興村２１７號,7,0291010010,26.1645594,119.9581538,OK
10,台北市中正區中山南路７、８號；常德街１號,9,0401180014,25.040743,121.5181666,OK
11,台北市中正區中山南路８號,9,0401180023,25.0442304,121.5188189,OK
12,台北市萬華區康定路３７號、台北市萬華區內江街８７號,9,0401190010,25.0421358,121.5024897,OK
13,新北市金山區五湖里玉爐路７號,7,0431270012,25.22508,121.638625,OK
14,宜蘭縣宜蘭市新民路１５２號,9,0434010518,24.7577719,121.754158,OK
15,台北市松山區健康路１３１號,9,0501010019,25.054373,121.557672,OK
16,台北市內湖區成功路２段３２５號,9,0501110514,25.0712818,121.5910458,OK
17,台北市北投區新民路６０號　中和街２５０號,9,0501160014,25.1395917,121.5097658,OK
18,基隆市中正區正榮街１００號，仁愛區孝二路３９號,9,0511040010,25.1288518,121.7394966,OK
19,台北市北投區石牌路２段２０１號,0,0601160016,,,OVER_QUERY_LIMIT
20,宜蘭縣蘇澳鎮蘇濱路１段３０１號,0,0634030014,,,OVER_QUERY_LIMIT
21,宜蘭縣員山鄉榮光路３８６號,0,0634070018,,,OVER_QUERY_LIMIT
22,台北市北投區知行路２２５巷１２號,9,0701160518,25.1203139,121.4661286,OK
23,台北市大安區仁愛路４段１１２巷１１號,9,0901020013,25.0366641,121.5499766,OK
24,臺北市中正區福州街１４號,9,0901180023,25.0287244,121.5187299,OK
25,新北市板橋區文化路１段１９６號１－４樓,9,0931010016,25.0199218,121.4662342,OK
