,address,confidence,hid,lat,lng,status
0,高雄市茄萣區嘉樂里茄萣路二段１２１號,9,3507170017,22.8996148,120.1831586,OK
1,高雄市梓官區中崙路２６５號１樓,9,3507200010,22.7610543,120.2690503,OK
2,高雄市梓官區赤崁東路３１３號１樓,8,3507200029,22.7497997,120.2643014,OK
3,高雄市梓官區梓義里進學路１２４號１樓,9,3507200038,22.7738029,120.2461785,OK
4,高雄市六龜區光復路３０號１樓,9,3507210016,22.9947404,120.6352155,OK
5,高雄市鹽埕區瀨南街２２５號之１〈１樓〉,9,3507280018,22.6278936,120.284089,OK
6,高雄市鹽埕區大公路３號１樓２樓,9,3507280045,22.6264227,120.2850677,OK
7,高雄市鹽埕區瀨南街２２５號之１。１樓,9,3507280054,22.6278936,120.284089,OK
8,高雄市鼓山區九如四路１６６０號１、２樓,9,3507290014,22.663763,120.283133,OK
9,高雄市鼓山區青海路２．６號１樓,9,3507290023,22.6512289,120.2914836,OK
10,高雄市鼓山區博愛二路３３１號１－２樓,9,3507290032,22.6628774,120.3031291,OK
11,高雄市鼓山區美術館路２６１號１樓,9,3507290069,22.6548228,120.2830378,OK
12,高雄市鼓山區裕誠路１０２５號１樓,9,3507290078,22.665718,120.3016639,OK
13,高雄市鼓山區九如四路１１８５號１樓,0,3507290130,,,OVER_QUERY_LIMIT
14,高雄市鼓山區大順一路８４１號１樓,9,3507290158,22.655141,120.299698,OK
15,高雄市鼓山區九如四路９５７號、９５７號２樓,9,3507290194,22.6553658,120.2788273,OK
16,高雄市鼓山區裕國街３６２號１樓,9,3507290247,22.6607742,120.2935239,OK
17,高雄市鼓山區美術東四路３２７號１－２樓,9,3507290265,22.6609063,120.290103,OK
18,高雄市鼓山區明華路３０３號,9,3507290283,22.6632243,120.3003755,OK
19,高雄市鼓山區中華一路９７０號１樓,9,3507290292,22.6549735,120.2919189,OK
20,高雄市鼓山區文信路２５６號１樓,9,3507290318,22.6645654,120.2991091,OK
21,高雄市鼓山區美術東四路３２７號１～２樓,9,3507290327,22.6609063,120.290103,OK
22,高雄市鼓山區九如四路９５７號、９５７號２樓,9,3507290336,22.6553658,120.2788273,OK
